"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Douglas","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","53","0.3547","United States"
"Douglas","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","8","0.0535","United States"
"Douglas","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","6","0.0402","United States"
"Douglas","United States President/Vice President","Ross C. (Rocky) Anderson / Luis J. Rodriguez","Justice Party Nominees","20","0.1339","United States"
"Douglas","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","6228","42.0868","United States"
"Douglas","United States U.S. Senator","Michael Baumgartner","(Prefers Republican Party)","8570","57.9132","United States"
"Douglas","Congressional District 4 U.S. Representative","Doc Hastings","(Prefers Republican Party)","5846","71.4321","Congressional District 4"
"Douglas","Congressional District 4 U.S. Representative","Mary Baechler","(Prefers Democratic Party)","2338","28.5679","Congressional District 4"
"Douglas","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","4746","31.8844","Washington State"
"Douglas","Washington State Governor","Rob McKenna","(Prefers Republican Party)","10139","68.1156","Washington State"
"Douglas","Washington State Lt. Governor","Brad Owen","(Prefers Democrat Party)","5360","37.4983","Washington State"
"Douglas","Washington State Lt. Governor","Bill Finkbeiner","(Prefers Republican Party)","8934","62.5017","Washington State"
"Douglas","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","9655","68.6602","Washington State"
"Douglas","Washington State Secretary of State","Kathleen Drew","(Prefers Democratic Party)","4407","31.3398","Washington State"
"Douglas","Washington State State Treasurer","Jim McIntire","(Prefers Democratic Party)","5514","39.5467","Washington State"
"Douglas","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","8429","60.4533","Washington State"
"Douglas","Washington State State Auditor","James Watkins","(Prefers Republican Party)","9233","66.8138","Washington State"
"Douglas","Washington State State Auditor","Troy Kelley","(Prefers Democratic Party)","4586","33.1862","Washington State"
"Douglas","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","5052","35.6704","Washington State"
"Douglas","Washington State Attorney General","Reagan Dunn","(Prefers Republican Party)","9111","64.3296","Washington State"
"Douglas","Washington State Commissioner of Public Lands","Peter J. Goldmark","(Prefers Democratic Party)","5445","38.5733","Washington State"
"Douglas","Washington State Commissioner of Public Lands","Clint Didier","(Prefers Republican Party)","8671","61.4267","Washington State"
"Douglas","Washington State Superintendent of Public Instruction","Randy I. Dorn","","10704","100","Washington State"
"Douglas","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","5223","38.1659","Washington State"
"Douglas","Washington State Insurance Commissioner","John R. Adams","(Prefers Republican Party)","8462","61.8341","Washington State"
"Douglas","Congressional District 8 U.S. Representative","Dave Reichert","(Prefers Republican Party)","4381","68.2292","Congressional District 8"
"Douglas","Congressional District 8 U.S. Representative","Karen Porterfield","(Prefers Democratic Party)","2040","31.7708","Congressional District 8"
"Douglas","Legislative District 12 State Senator","Linda Evans Parlette","(Prefers Gop Party)","11956","100","Legislative District 12"
"Douglas","Legislative District 12 State Representative Pos. 1","Cary Condotta","(Prefers Republican Party)","8904","65.7607","Legislative District 12"
"Douglas","Legislative District 12 State Representative Pos. 1","Stan Morse","(Prefers Republican Party)","4636","34.2393","Legislative District 12"
"Douglas","Legislative District 12 State Representative Pos. 2","Mike Armstrong","(Prefers Republican Party)","6729","48.6868","Legislative District 12"
"Douglas","Legislative District 12 State Representative Pos. 2","Brad Hawkins","(Prefers Republican Party)","7092","51.3132","Legislative District 12"
"Douglas","DOUGLAS COUNTYWIDE County Commissioner 1","Ken Stanton ","(Prefers Republican Party)","7329","55.0639","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE County Commissioner 1","Carol Kavanaugh","(Prefers Republican Party)","5981","44.9361","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE County Commissioner 2","Edmund (Ed) H. Daling","(Prefers Republican Party)","6105","48.3488","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE County Commissioner 2","Dale L. Snyder","(Prefers Republican Party)","6522","51.6512","DOUGLAS COUNTYWIDE"
"Douglas","Supreme Court Justice Position 2","Susan Owens","","10264","100","Supreme Court"
"Douglas","Supreme Court Justice Position 8","Steve Gonzalez","","10093","100","Supreme Court"
"Douglas","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","5060","42.7257","Supreme Court"
"Douglas","Supreme Court Justice Position 9","Richard B. Sanders","","6783","57.2743","Supreme Court"
"Douglas","Court of Appeals, Division 3, District 3 Judge Position 2","Teresa C. Kulik","","9999","100","Court of Appeals, Division 3, District 3"
"Douglas","Douglas Superior Court  Judge Position 1","John Hotchkiss","","10760","100","Douglas Superior Court "
"Douglas","COULEE AREA PK & REC Coulee Area Park and Recreation District - Proposition No. 1 Maintenance and Operation Levy","Yes","","105","59.6591","COULEE AREA PK & REC"
"Douglas","COULEE AREA PK & REC Coulee Area Park and Recreation District - Proposition No. 1 Maintenance and Operation Levy","No","","71","40.3409","COULEE AREA PK & REC"
"Douglas","HOSPITAL DISTRICT #2 HOSPITAL DISTRICT #2 - HOSPITAL DISTRICT ONE YEAR EXCESS LEVY ","YES ","","648","71.2088","HOSPITAL DISTRICT #2"
"Douglas","HOSPITAL DISTRICT #2 HOSPITAL DISTRICT #2 - HOSPITAL DISTRICT ONE YEAR EXCESS LEVY ","NO","","262","28.7912","HOSPITAL DISTRICT #2"
"Douglas","EASTMONT SD EASTMONT SCHOOL DISTRICT - REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND  OPERATIONS LEVY ","LEVY        YES","","7093","59.4951","EASTMONT SD"
"Douglas","EASTMONT SD EASTMONT SCHOOL DISTRICT - REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND  OPERATIONS LEVY ","LEVY        NO","","4829","40.5049","EASTMONT SD"
"Douglas","CEMETERY DISTRICT #2 CEMETERY DISTRICT #2 - ONE YEAR MAINTENANCE AND OPERATIONS EXCESS TAX LEVY ","YES","","483","61.1392","CEMETERY DISTRICT #2"
"Douglas","CEMETERY DISTRICT #2 CEMETERY DISTRICT #2 - ONE YEAR MAINTENANCE AND OPERATIONS EXCESS TAX LEVY ","NO","","307","38.8608","CEMETERY DISTRICT #2"
"Douglas","PUD COUNTYWIDE COMMISSIONER 1","Ron Skagen","","10665","100","PUD COUNTYWIDE"
"Ferry","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","Yes","","2492","74.6331","Statewide"
"Ferry","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","No","","847","25.3669","Statewide"
"Ferry","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","Yes","","1637","48.7202","Statewide"
"Ferry","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","No","","1723","51.2798","Statewide"
"Ferry","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Approved","","1210","35.2975","Statewide"
"Ferry","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Rejected","","2218","64.7025","Statewide"
"Ferry","Statewide Initiative Measure No. 502 Concerns marijuana","Yes","","1755","51.0471","Statewide"
"Ferry","Statewide Initiative Measure No. 502 Concerns marijuana","No","","1683","48.9529","Statewide"
"Ferry","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Approved","","1862","59.8137","Statewide"
"Ferry","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Rejected","","1251","40.1863","Statewide"
"Ferry","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Approved","","936","29.2591","Statewide"
"Ferry","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Rejected","","2263","70.7409","Statewide"
"Ferry","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Repealed","","2048","67.2357","Washington State"
"Ferry","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Maintained","","998","32.7643","Washington State"
"Ferry","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Repealed","","2016","67.7419","Washington State"
"Ferry","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","960","32.2581","Washington State"
"Ferry","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","1294","37.6163","United States"
"Ferry","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","1995","57.9942","United States"
"Ferry","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","73","2.1221","United States"
"Ferry","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","31","0.9012","United States"
"Ferry","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","30","0.8721","United States"
"Ferry","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","2","0.0581","United States"
"Ferry","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","2","0.0581","United States"
"Ferry","United States President/Vice President","Ross C. (Rocky) Anderson / Luis J. Rodriguez","Justice Party Nominees","13","0.3779","United States"
"Ferry","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","1494","43.6714","United States"
"Ferry","United States U.S. Senator","Michael Baumgartner","(Prefers Republican Party)","1927","56.3286","United States"
"Ferry","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","2256","66.0808","Congressional District 5"
"Ferry","Congressional District 5 U.S. Representative","Rich Cowan","(Prefers Democratic Party)","1158","33.9192","Congressional District 5"
"Ferry","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","1299","37.9825","Washington State"
"Ferry","Washington State Governor","Rob McKenna","(Prefers Republican Party)","2121","62.0175","Washington State"
"Ferry","Washington State Lt. Governor","Brad Owen","(Prefers Democrat Party)","1373","42.2332","Washington State"
"Ferry","Washington State Lt. Governor","Bill Finkbeiner","(Prefers Republican Party)","1878","57.7668","Washington State"
"Ferry","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","2023","62.6316","Washington State"
"Ferry","Washington State Secretary of State","Kathleen Drew","(Prefers Democratic Party)","1207","37.3684","Washington State"
"Ferry","Washington State State Treasurer","Jim McIntire","(Prefers Democratic Party)","1368","42.6434","Washington State"
