county,precinct,office,district,party,candidate,votes,poll,abs
Jefferson,305 Irondale,U.S. Senate,recount,L,Jeff Jared,11,5,6
Jefferson,306 Rhody,U.S. Senate,recount,L,Jeff Jared,21,13,8
Jefferson,401 Nordland,U.S. Senate,recount,L,Jeff Jared,14,6,8
Jefferson,501 Port Ludlow 1,U.S. Senate,recount,L,Jeff Jared,12,8,4
Jefferson,502 Port Ludlow 2,U.S. Senate,recount,L,Jeff Jared,16,12,4
Jefferson,503 Port Ludlow 3,U.S. Senate,recount,L,Jeff Jared,5,3,2
Jefferson,504 Paradise bay,U.S. Senate,recount,L,Jeff Jared,3,0,3
Jefferson,505 South Point,U.S. Senate,recount,L,Jeff Jared,9,2,7
Jefferson,600 Upper Hoh,U.S. Senate,recount,L,Jeff Jared,0,0,
Jefferson,601 Hoh,U.S. Senate,recount,L,Jeff Jared,0,0,
Jefferson,602 Kalaloch,U.S. Senate,recount,L,Jeff Jared,2,2,
Jefferson,603 Queets,U.S. Senate,recount,L,Jeff Jared,1,1,
Jefferson,604 Clearwater,U.S. Senate,recount,L,Jeff Jared,3,3,
Jefferson,701 Port Townsend 1,U.S. Senate,recount,L,Jeff Jared,10,6,4
Jefferson,702 Port Townsend 2,U.S. Senate,recount,L,Jeff Jared,7,4,3
Jefferson,703 Port Townsend 3,U.S. Senate,recount,L,Jeff Jared,9,4,5
Jefferson,704 Port Townsend 4,U.S. Senate,recount,L,Jeff Jared,9,6,3
Jefferson,705 Port Townsend 5,U.S. Senate,recount,L,Jeff Jared,19,10,9
Jefferson,706 Port Townsend 6,U.S. Senate,recount,L,Jeff Jared,17,7,10
Jefferson,707 Port Townsend 7,U.S. Senate,recount,L,Jeff Jared,9,2,7
Jefferson,708 Port Townsend 8,U.S. Senate,recount,L,Jeff Jared,14,8,6
Jefferson,709 Port Townsend 9,U.S. Senate,recount,L,Jeff Jared,9,3,6
Jefferson,710 Port Townsend 10,U.S. Senate,recount,L,Jeff Jared,15,6,9
Jefferson,711 Port Townsend 11,U.S. Senate,recount,L,Jeff Jared,2,1,1
Jefferson,712 Port Townsend 12,U.S. Senate,recount,L,Jeff Jared,13,5,8
Jefferson,,U.S. Senate,recount,L,Jeff Jared,428,209,219
Jefferson,101 Gardiner 1,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,102 Port Discovery,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,103 Leland,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,104 Woodman 1,U.S. Senate,recount,,Write-ins,2,0,2
Jefferson,105 Woodman 2,U.S. Senate,recount,,Write-ins,1,1,0
Jefferson,106 Woodman 3,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,107 Woodman 4,U.S. Senate,recount,,Write-ins,1,0,1
Jefferson,108 Tarboo,U.S. Senate,recount,,Write-ins,0,0,
Jefferson,109 Crocker Lake,U.S. Senate,recount,,Write-ins,0,0,
Jefferson,200 Coyle 1,U.S. Senate,recount,,Write-ins,1,1,
Jefferson,201 Quilcene 1,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,202 Quilcene 2,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,203 Coyle 2,U.S. Senate,recount,,Write-ins,0,0,
Jefferson,204 Brinnon,U.S. Senate,recount,,Write-ins,1,0,1
Jefferson,206 Thorndyke,U.S. Senate,recount,,Write-ins,0,0,
Jefferson,301 Chimacum,U.S. Senate,recount,,Write-ins,1,1,0
Jefferson,302 Center,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,303 Hadlock,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,304 Kala Point,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,305 Irondale,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,306 Rhody,U.S. Senate,recount,,Write-ins,2,0,2
Jefferson,401 Nordland,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,501 Port Ludlow 1,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,502 Port Ludlow 2,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,503 Port Ludlow 3,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,504 Paradise bay,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,505 South Point,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,600 Upper Hoh,U.S. Senate,recount,,Write-ins,0,0,
Jefferson,601 Hoh,U.S. Senate,recount,,Write-ins,0,0,
Jefferson,602 Kalaloch,U.S. Senate,recount,,Write-ins,0,0,
Jefferson,603 Queets,U.S. Senate,recount,,Write-ins,0,0,
Jefferson,604 Clearwater,U.S. Senate,recount,,Write-ins,1,1,
Jefferson,701 Port Townsend 1,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,702 Port Townsend 2,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,703 Port Townsend 3,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,704 Port Townsend 4,U.S. Senate,recount,,Write-ins,1,1,0
Jefferson,705 Port Townsend 5,U.S. Senate,recount,,Write-ins,1,1,0
Jefferson,706 Port Townsend 6,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,707 Port Townsend 7,U.S. Senate,recount,,Write-ins,1,1,0
Jefferson,708 Port Townsend 8,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,709 Port Townsend 9,U.S. Senate,recount,,Write-ins,1,0,1
Jefferson,710 Port Townsend 10,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,711 Port Townsend 11,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,712 Port Townsend 12,U.S. Senate,recount,,Write-ins,0,0,0
Jefferson,,U.S. Senate,recount,,Write-ins,14,7,7
Jefferson,101 Gardiner 1,U.S. House,6,D,Norm Dicks,118,118,0
Jefferson,102 Port Discovery,U.S. House,6,D,Norm Dicks,61,61,0
Jefferson,103 Leland,U.S. House,6,D,Norm Dicks,61,61,0
Jefferson,104 Woodman 1,U.S. House,6,D,Norm Dicks,342,134,208
Jefferson,105 Woodman 2,U.S. House,6,D,Norm Dicks,311,147,164
Jefferson,106 Woodman 3,U.S. House,6,D,Norm Dicks,438,166,272
Jefferson,107 Woodman 4,U.S. House,6,D,Norm Dicks,145,49,96
Jefferson,108 Tarboo,U.S. House,6,D,Norm Dicks,7,7,
Jefferson,109 Crocker Lake,U.S. House,6,D,Norm Dicks,29,29,
Jefferson,200 Coyle 1,U.S. House,6,D,Norm Dicks,88,88,
Jefferson,201 Quilcene 1,U.S. House,6,D,Norm Dicks,154,63,91
Jefferson,202 Quilcene 2,U.S. House,6,D,Norm Dicks,156,73,83
Jefferson,203 Coyle 2,U.S. House,6,D,Norm Dicks,51,51,
Jefferson,204 Brinnon,U.S. House,6,D,Norm Dicks,451,106,345
Jefferson,206 Thorndyke,U.S. House,6,D,Norm Dicks,29,29,
Jefferson,301 Chimacum,U.S. House,6,D,Norm Dicks,407,170,237
Jefferson,302 Center,U.S. House,6,D,Norm Dicks,272,140,132
Jefferson,303 Hadlock,U.S. House,6,D,Norm Dicks,416,164,252
Jefferson,304 Kala Point,U.S. House,6,D,Norm Dicks,397,171,226
Jefferson,305 Irondale,U.S. House,6,D,Norm Dicks,258,98,160
Jefferson,306 Rhody,U.S. House,6,D,Norm Dicks,276,144,132
Jefferson,401 Nordland,U.S. House,6,D,Norm Dicks,368,158,210
Jefferson,501 Port Ludlow 1,U.S. House,6,D,Norm Dicks,414,131,283
Jefferson,502 Port Ludlow 2,U.S. House,6,D,Norm Dicks,272,80,192
Jefferson,503 Port Ludlow 3,U.S. House,6,D,Norm Dicks,322,69,253
Jefferson,504 Paradise bay,U.S. House,6,D,Norm Dicks,184,65,119
Jefferson,505 South Point,U.S. House,6,D,Norm Dicks,242,83,159
Jefferson,600 Upper Hoh,U.S. House,6,D,Norm Dicks,19,19,
Jefferson,601 Hoh,U.S. House,6,D,Norm Dicks,23,23,
Jefferson,602 Kalaloch,U.S. House,6,D,Norm Dicks,3,3,
Jefferson,603 Queets,U.S. House,6,D,Norm Dicks,42,42,
Jefferson,604 Clearwater,U.S. House,6,D,Norm Dicks,19,19,
Jefferson,701 Port Townsend 1,U.S. House,6,D,Norm Dicks,216,114,102
Jefferson,702 Port Townsend 2,U.S. House,6,D,Norm Dicks,267,111,156
Jefferson,703 Port Townsend 3,U.S. House,6,D,Norm Dicks,291,118,173
Jefferson,704 Port Townsend 4,U.S. House,6,D,Norm Dicks,223,93,130
Jefferson,705 Port Townsend 5,U.S. House,6,D,Norm Dicks,369,147,222
Jefferson,706 Port Townsend 6,U.S. House,6,D,Norm Dicks,304,134,170
Jefferson,707 Port Townsend 7,U.S. House,6,D,Norm Dicks,461,183,278
Jefferson,708 Port Townsend 8,U.S. House,6,D,Norm Dicks,422,170,252
Jefferson,709 Port Townsend 9,U.S. House,6,D,Norm Dicks,321,128,193
Jefferson,710 Port Townsend 10,U.S. House,6,D,Norm Dicks,236,120,116
Jefferson,711 Port Townsend 11,U.S. House,6,D,Norm Dicks,195,89,106
Jefferson,712 Port Townsend 12,U.S. House,6,D,Norm Dicks,360,161,199
Jefferson,,U.S. House,6,D,Norm Dicks,10040,4329,5711
Jefferson,101 Gardiner 1,U.S. House,6,R,Bob Lawrence,68,68,0
Jefferson,102 Port Discovery,U.S. House,6,R,Bob Lawrence,65,65,0
Jefferson,103 Leland,U.S. House,6,R,Bob Lawrence,23,23,0
Jefferson,104 Woodman 1,U.S. House,6,R,Bob Lawrence,170,78,92
Jefferson,105 Woodman 2,U.S. House,6,R,Bob Lawrence,112,61,51
Jefferson,106 Woodman 3,U.S. House,6,R,Bob Lawrence,167,65,102
Jefferson,107 Woodman 4,U.S. House,6,R,Bob Lawrence,68,30,38
Jefferson,108 Tarboo,U.S. House,6,R,Bob Lawrence,4,4,
Jefferson,109 Crocker Lake,U.S. House,6,R,Bob Lawrence,23,23,
Jefferson,200 Coyle 1,U.S. House,6,R,Bob Lawrence,25,25,
Jefferson,201 Quilcene 1,U.S. House,6,R,Bob Lawrence,116,44,72
Jefferson,202 Quilcene 2,U.S. House,6,R,Bob Lawrence,112,48,64
Jefferson,203 Coyle 2,U.S. House,6,R,Bob Lawrence,15,15,
Jefferson,204 Brinnon,U.S. House,6,R,Bob Lawrence,295,80,215
Jefferson,206 Thorndyke,U.S. House,6,R,Bob Lawrence,9,9,
Jefferson,301 Chimacum,U.S. House,6,R,Bob Lawrence,219,86,133
Jefferson,302 Center,U.S. House,6,R,Bob Lawrence,135,51,84
Jefferson,303 Hadlock,U.S. House,6,R,Bob Lawrence,177,63,114
Jefferson,304 Kala Point,U.S. House,6,R,Bob Lawrence,287,102,185
Jefferson,305 Irondale,U.S. House,6,R,Bob Lawrence,116,37,79
Jefferson,306 Rhody,U.S. House,6,R,Bob Lawrence,109,52,57
Jefferson,401 Nordland,U.S. House,6,R,Bob Lawrence,186,76,110
Jefferson,501 Port Ludlow 1,U.S. House,6,R,Bob Lawrence,416,122,294
Jefferson,502 Port Ludlow 2,U.S. House,6,R,Bob Lawrence,134,51,83
Jefferson,503 Port Ludlow 3,U.S. House,6,R,Bob Lawrence,327,88,239
Jefferson,504 Paradise bay,U.S. House,6,R,Bob Lawrence,93,38,55
Jefferson,505 South Point,U.S. House,6,R,Bob Lawrence,144,54,90
Jefferson,600 Upper Hoh,U.S. House,6,R,Bob Lawrence,18,18,
Jefferson,601 Hoh,U.S. House,6,R,Bob Lawrence,14,14,
Jefferson,602 Kalaloch,U.S. House,6,R,Bob Lawrence,3,3,
Jefferson,603 Queets,U.S. House,6,R,Bob Lawrence,2,2,
Jefferson,604 Clearwater,U.S. House,6,R,Bob Lawrence,10,10,
Jefferson,701 Port Townsend 1,U.S. House,6,R,Bob Lawrence,64,30,34
Jefferson,702 Port Townsend 2,U.S. House,6,R,Bob Lawrence,69,15,54
Jefferson,703 Port Townsend 3,U.S. House,6,R,Bob Lawrence,44,12,32
Jefferson,704 Port Townsend 4,U.S. House,6,R,Bob Lawrence,38,9,29
Jefferson,705 Port Townsend 5,U.S. House,6,R,Bob Lawrence,130,42,88
Jefferson,706 Port Townsend 6,U.S. House,6,R,Bob Lawrence,51,18,33
Jefferson,707 Port Townsend 7,U.S. House,6,R,Bob Lawrence,120,54,66
Jefferson,708 Port Townsend 8,U.S. House,6,R,Bob Lawrence,94,43,51
Jefferson,709 Port Townsend 9,U.S. House,6,R,Bob Lawrence,85,21,64
Jefferson,710 Port Townsend 10,U.S. House,6,R,Bob Lawrence,92,50,42
Jefferson,711 Port Townsend 11,U.S. House,6,R,Bob Lawrence,87,45,42
Jefferson,712 Port Townsend 12,U.S. House,6,R,Bob Lawrence,114,68,46
Jefferson,,U.S. House,6,R,Bob Lawrence,4650,1912,2738
Jefferson,101 Gardiner 1,U.S. House,6,L,John Bennett,20,20,0
Jefferson,102 Port Discovery,U.S. House,6,L,John Bennett,12,12,0
Jefferson,103 Leland,U.S. House,6,L,John Bennett,2,2,0
Jefferson,104 Woodman 1,U.S. House,6,L,John Bennett,20,9,11
Jefferson,105 Woodman 2,U.S. House,6,L,John Bennett,21,12,9
Jefferson,106 Woodman 3,U.S. House,6,L,John Bennett,34,14,20
Jefferson,107 Woodman 4,U.S. House,6,L,John Bennett,11,7,4
Jefferson,108 Tarboo,U.S. House,6,L,John Bennett,2,2,
Jefferson,109 Crocker Lake,U.S. House,6,L,John Bennett,8,8,
Jefferson,200 Coyle 1,U.S. House,6,L,John Bennett,1,1,
Jefferson,201 Quilcene 1,U.S. House,6,L,John Bennett,22,11,11
Jefferson,202 Quilcene 2,U.S. House,6,L,John Bennett,16,12,4
Jefferson,203 Coyle 2,U.S. House,6,L,John Bennett,6,6,
Jefferson,204 Brinnon,U.S. House,6,L,John Bennett,41,19,22
Jefferson,206 Thorndyke,U.S. House,6,L,John Bennett,3,3,
Jefferson,301 Chimacum,U.S. House,6,L,John Bennett,17,11,6
Jefferson,302 Center,U.S. House,6,L,John Bennett,35,25,10
Jefferson,303 Hadlock,U.S. House,6,L,John Bennett,29,16,13
Jefferson,304 Kala Point,U.S. House,6,L,John Bennett,24,5,19
Jefferson,305 Irondale,U.S. House,6,L,John Bennett,22,11,11
Jefferson,306 Rhody,U.S. House,6,L,John Bennett,29,17,12
Jefferson,401 Nordland,U.S. House,6,L,John Bennett,29,9,20
Jefferson,501 Port Ludlow 1,U.S. House,6,L,John Bennett,19,8,11
Jefferson,502 Port Ludlow 2,U.S. House,6,L,John Bennett,21,12,9
Jefferson,503 Port Ludlow 3,U.S. House,6,L,John Bennett,7,2,5
Jefferson,504 Paradise bay,U.S. House,6,L,John Bennett,13,6,7
Jefferson,505 South Point,U.S. House,6,L,John Bennett,11,4,7
Jefferson,600 Upper Hoh,U.S. House,6,L,John Bennett,3,3,
Jefferson,601 Hoh,U.S. House,6,L,John Bennett,2,2,
Jefferson,602 Kalaloch,U.S. House,6,L,John Bennett,0,0,
Jefferson,603 Queets,U.S. House,6,L,John Bennett,1,1,
Jefferson,604 Clearwater,U.S. House,6,L,John Bennett,5,5,
Jefferson,701 Port Townsend 1,U.S. House,6,L,John Bennett,21,12,9
Jefferson,702 Port Townsend 2,U.S. House,6,L,John Bennett,20,9,11
Jefferson,703 Port Townsend 3,U.S. House,6,L,John Bennett,21,9,12
Jefferson,704 Port Townsend 4,U.S. House,6,L,John Bennett,17,11,6
Jefferson,705 Port Townsend 5,U.S. House,6,L,John Bennett,33,16,17
Jefferson,706 Port Townsend 6,U.S. House,6,L,John Bennett,26,11,15
Jefferson,707 Port Townsend 7,U.S. House,6,L,John Bennett,24,10,14
Jefferson,708 Port Townsend 8,U.S. House,6,L,John Bennett,21,14,7
Jefferson,709 Port Townsend 9,U.S. House,6,L,John Bennett,13,4,9
Jefferson,710 Port Townsend 10,U.S. House,6,L,John Bennett,15,9,6
Jefferson,711 Port Townsend 11,U.S. House,6,L,John Bennett,11,6,5
Jefferson,712 Port Townsend 12,U.S. House,6,L,John Bennett,16,10,6
Jefferson,,U.S. House,6,L,John Bennett,724,396,328
Jefferson,101 Gardiner 1,U.S. House,6,,Write-ins,0,0,0
Jefferson,102 Port Discovery,U.S. House,6,,Write-ins,0,0,0
Jefferson,103 Leland,U.S. House,6,,Write-ins,1,1,0
Jefferson,104 Woodman 1,U.S. House,6,,Write-ins,1,0,1
Jefferson,105 Woodman 2,U.S. House,6,,Write-ins,1,0,1
Jefferson,106 Woodman 3,U.S. House,6,,Write-ins,2,0,2
Jefferson,107 Woodman 4,U.S. House,6,,Write-ins,0,0,0
Jefferson,108 Tarboo,U.S. House,6,,Write-ins,0,0,
Jefferson,109 Crocker Lake,U.S. House,6,,Write-ins,2,2,
Jefferson,200 Coyle 1,U.S. House,6,,Write-ins,0,0,
Jefferson,201 Quilcene 1,U.S. House,6,,Write-ins,0,0,0
Jefferson,202 Quilcene 2,U.S. House,6,,Write-ins,0,0,0
Jefferson,203 Coyle 2,U.S. House,6,,Write-ins,0,0,
Jefferson,204 Brinnon,U.S. House,6,,Write-ins,0,0,0
Jefferson,206 Thorndyke,U.S. House,6,,Write-ins,0,0,
Jefferson,301 Chimacum,U.S. House,6,,Write-ins,1,0,1
Jefferson,302 Center,U.S. House,6,,Write-ins,0,0,0
Jefferson,303 Hadlock,U.S. House,6,,Write-ins,1,0,1
Jefferson,304 Kala Point,U.S. House,6,,Write-ins,0,0,0
Jefferson,305 Irondale,U.S. House,6,,Write-ins,0,0,0
Jefferson,306 Rhody,U.S. House,6,,Write-ins,0,0,0
Jefferson,401 Nordland,U.S. House,6,,Write-ins,0,0,0
Jefferson,501 Port Ludlow 1,U.S. House,6,,Write-ins,0,0,0
Jefferson,502 Port Ludlow 2,U.S. House,6,,Write-ins,0,0,0
Jefferson,503 Port Ludlow 3,U.S. House,6,,Write-ins,1,1,0
Jefferson,504 Paradise bay,U.S. House,6,,Write-ins,0,0,0
Jefferson,505 South Point,U.S. House,6,,Write-ins,1,0,1
Jefferson,600 Upper Hoh,U.S. House,6,,Write-ins,0,0,
Jefferson,601 Hoh,U.S. House,6,,Write-ins,0,0,
Jefferson,602 Kalaloch,U.S. House,6,,Write-ins,0,0,
Jefferson,603 Queets,U.S. House,6,,Write-ins,0,0,
Jefferson,604 Clearwater,U.S. House,6,,Write-ins,0,0,
Jefferson,701 Port Townsend 1,U.S. House,6,,Write-ins,0,0,0
Jefferson,702 Port Townsend 2,U.S. House,6,,Write-ins,0,0,0
Jefferson,703 Port Townsend 3,U.S. House,6,,Write-ins,0,0,0
Jefferson,704 Port Townsend 4,U.S. House,6,,Write-ins,1,1,0
Jefferson,705 Port Townsend 5,U.S. House,6,,Write-ins,1,1,0
Jefferson,706 Port Townsend 6,U.S. House,6,,Write-ins,3,1,2
Jefferson,707 Port Townsend 7,U.S. House,6,,Write-ins,0,0,0
Jefferson,708 Port Townsend 8,U.S. House,6,,Write-ins,2,1,1
Jefferson,709 Port Townsend 9,U.S. House,6,,Write-ins,0,0,0
Jefferson,710 Port Townsend 10,U.S. House,6,,Write-ins,1,1,0
Jefferson,711 Port Townsend 11,U.S. House,6,,Write-ins,1,1,0
Jefferson,712 Port Townsend 12,U.S. House,6,,Write-ins,0,0,0
Jefferson,,U.S. House,6,,Write-ins,20,10,10
Jefferson,101 Gardiner 1,Governor,,D,Gary Locke,119,119,0
Jefferson,102 Port Discovery,Governor,,D,Gary Locke,66,66,0
Jefferson,103 Leland,Governor,,D,Gary Locke,54,54,0
Jefferson,104 Woodman 1,Governor,,D,Gary Locke,353,149,204
Jefferson,105 Woodman 2,Governor,,D,Gary Locke,308,156,152
Jefferson,106 Woodman 3,Governor,,D,Gary Locke,434,163,271
Jefferson,107 Woodman 4,Governor,,D,Gary Locke,147,55,92
Jefferson,108 Tarboo,Governor,,D,Gary Locke,5,5,
Jefferson,109 Crocker Lake,Governor,,D,Gary Locke,28,28,
Jefferson,200 Coyle 1,Governor,,D,Gary Locke,75,75,
Jefferson,201 Quilcene 1,Governor,,D,Gary Locke,134,49,85
Jefferson,202 Quilcene 2,Governor,,D,Gary Locke,138,64,74
Jefferson,203 Coyle 2,Governor,,D,Gary Locke,44,44,
Jefferson,204 Brinnon,Governor,,D,Gary Locke,397,103,294
Jefferson,206 Thorndyke,Governor,,D,Gary Locke,22,22,
Jefferson,301 Chimacum,Governor,,D,Gary Locke,383,154,229
Jefferson,302 Center,Governor,,D,Gary Locke,258,136,122
Jefferson,303 Hadlock,Governor,,D,Gary Locke,381,156,225
Jefferson,304 Kala Point,Governor,,D,Gary Locke,415,184,231
Jefferson,305 Irondale,Governor,,D,Gary Locke,246,97,149
Jefferson,306 Rhody,Governor,,D,Gary Locke,261,139,122
Jefferson,401 Nordland,Governor,,D,Gary Locke,341,137,204
Jefferson,501 Port Ludlow 1,Governor,,D,Gary Locke,403,140,263
Jefferson,502 Port Ludlow 2,Governor,,D,Gary Locke,233,67,166
Jefferson,503 Port Ludlow 3,Governor,,D,Gary Locke,304,73,231
Jefferson,504 Paradise bay,Governor,,D,Gary Locke,163,61,102
Jefferson,505 South Point,Governor,,D,Gary Locke,206,77,129
Jefferson,600 Upper Hoh,Governor,,D,Gary Locke,14,14,
Jefferson,601 Hoh,Governor,,D,Gary Locke,26,26,
Jefferson,602 Kalaloch,Governor,,D,Gary Locke,4,4,
Jefferson,603 Queets,Governor,,D,Gary Locke,40,40,
Jefferson,604 Clearwater,Governor,,D,Gary Locke,16,16,
Jefferson,701 Port Townsend 1,Governor,,D,Gary Locke,222,119,103
Jefferson,702 Port Townsend 2,Governor,,D,Gary Locke,269,117,152
Jefferson,703 Port Townsend 3,Governor,,D,Gary Locke,289,121,168
Jefferson,704 Port Townsend 4,Governor,,D,Gary Locke,241,105,136
Jefferson,705 Port Townsend 5,Governor,,D,Gary Locke,363,146,217
Jefferson,706 Port Townsend 6,Governor,,D,Gary Locke,325,146,179
Jefferson,707 Port Townsend 7,Governor,,D,Gary Locke,447,177,270
Jefferson,708 Port Townsend 8,Governor,,D,Gary Locke,429,179,250
Jefferson,709 Port Townsend 9,Governor,,D,Gary Locke,319,130,189
Jefferson,710 Port Townsend 10,Governor,,D,Gary Locke,246,126,120
Jefferson,711 Port Townsend 11,Governor,,D,Gary Locke,191,92,99
Jefferson,712 Port Townsend 12,Governor,,D,Gary Locke,353,166,187
Jefferson,,Governor,,D,Gary Locke,9712,4297,5415
Jefferson,101 Gardiner 1,Governor,,R,John Carlson,80,80,0
Jefferson,102 Port Discovery,Governor,,R,John Carlson,70,70,0
Jefferson,103 Leland,Governor,,R,John Carlson,30,30,0
Jefferson,104 Woodman 1,Governor,,R,John Carlson,180,78,102
Jefferson,105 Woodman 2,Governor,,R,John Carlson,138,65,73
Jefferson,106 Woodman 3,Governor,,R,John Carlson,198,77,121
Jefferson,107 Woodman 4,Governor,,R,John Carlson,80,34,46
Jefferson,108 Tarboo,Governor,,R,John Carlson,7,7,
Jefferson,109 Crocker Lake,Governor,,R,John Carlson,30,30,
Jefferson,200 Coyle 1,Governor,,R,John Carlson,37,37,
Jefferson,201 Quilcene 1,Governor,,R,John Carlson,154,70,84
Jefferson,202 Quilcene 2,Governor,,R,John Carlson,138,63,75
Jefferson,203 Coyle 2,Governor,,R,John Carlson,24,24,
Jefferson,204 Brinnon,Governor,,R,John Carlson,383,101,282
Jefferson,206 Thorndyke,Governor,,R,John Carlson,20,20,
Jefferson,301 Chimacum,Governor,,R,John Carlson,260,113,147
Jefferson,302 Center,Governor,,R,John Carlson,163,68,95
Jefferson,303 Hadlock,Governor,,R,John Carlson,236,87,149
Jefferson,304 Kala Point,Governor,,R,John Carlson,304,99,205
Jefferson,305 Irondale,Governor,,R,John Carlson,147,48,99
Jefferson,306 Rhody,Governor,,R,John Carlson,148,70,78
Jefferson,401 Nordland,Governor,,R,John Carlson,235,104,131
Jefferson,501 Port Ludlow 1,Governor,,R,John Carlson,448,126,322
Jefferson,502 Port Ludlow 2,Governor,,R,John Carlson,185,72,113
Jefferson,503 Port Ludlow 3,Governor,,R,John Carlson,364,92,272
Jefferson,504 Paradise bay,Governor,,R,John Carlson,121,46,75
Jefferson,505 South Point,Governor,,R,John Carlson,188,63,125
Jefferson,600 Upper Hoh,Governor,,R,John Carlson,27,27,
Jefferson,601 Hoh,Governor,,R,John Carlson,13,13,
Jefferson,602 Kalaloch,Governor,,R,John Carlson,4,4,
Jefferson,603 Queets,Governor,,R,John Carlson,6,6,
Jefferson,604 Clearwater,Governor,,R,John Carlson,17,17,
Jefferson,701 Port Townsend 1,Governor,,R,John Carlson,71,32,39
Jefferson,702 Port Townsend 2,Governor,,R,John Carlson,78,17,61
Jefferson,703 Port Townsend 3,Governor,,R,John Carlson,65,17,48
Jefferson,704 Port Townsend 4,Governor,,R,John Carlson,43,8,35
Jefferson,705 Port Townsend 5,Governor,,R,John Carlson,162,57,105
Jefferson,706 Port Townsend 6,Governor,,R,John Carlson,64,20,44
Jefferson,707 Port Townsend 7,Governor,,R,John Carlson,154,70,84
Jefferson,708 Port Townsend 8,Governor,,R,John Carlson,112,49,63
Jefferson,709 Port Townsend 9,Governor,,R,John Carlson,106,27,79
Jefferson,710 Port Townsend 10,Governor,,R,John Carlson,98,57,41
Jefferson,711 Port Townsend 11,Governor,,R,John Carlson,103,51,52
Jefferson,712 Port Townsend 12,Governor,,R,John Carlson,137,71,66
Jefferson,,Governor,,R,John Carlson,5628,2317,3311
Jefferson,101 Gardiner 1,Governor,,L,Steve LePage,8,8,0
Jefferson,102 Port Discovery,Governor,,L,Steve LePage,2,2,0
Jefferson,103 Leland,Governor,,L,Steve LePage,3,3,0
Jefferson,104 Woodman 1,Governor,,L,Steve LePage,11,3,8
Jefferson,105 Woodman 2,Governor,,L,Steve LePage,11,5,6
Jefferson,106 Woodman 3,Governor,,L,Steve LePage,22,10,12
Jefferson,107 Woodman 4,Governor,,L,Steve LePage,5,1,4
Jefferson,108 Tarboo,Governor,,L,Steve LePage,1,1,
Jefferson,109 Crocker Lake,Governor,,L,Steve LePage,4,4,
Jefferson,200 Coyle 1,Governor,,L,Steve LePage,3,3,
Jefferson,201 Quilcene 1,Governor,,L,Steve LePage,5,2,3
Jefferson,202 Quilcene 2,Governor,,L,Steve LePage,11,8,3
Jefferson,203 Coyle 2,Governor,,L,Steve LePage,4,4,
Jefferson,204 Brinnon,Governor,,L,Steve LePage,14,9,5
Jefferson,206 Thorndyke,Governor,,L,Steve LePage,0,0,
Jefferson,301 Chimacum,Governor,,L,Steve LePage,13,9,4
Jefferson,302 Center,Governor,,L,Steve LePage,29,17,12
Jefferson,303 Hadlock,Governor,,L,Steve LePage,20,8,12
Jefferson,304 Kala Point,Governor,,L,Steve LePage,5,3,2
Jefferson,305 Irondale,Governor,,L,Steve LePage,12,7,5
Jefferson,306 Rhody,Governor,,L,Steve LePage,17,12,5
Jefferson,401 Nordland,Governor,,L,Steve LePage,12,5,7
Jefferson,501 Port Ludlow 1,Governor,,L,Steve LePage,10,6,4
Jefferson,502 Port Ludlow 2,Governor,,L,Steve LePage,9,5,4
Jefferson,503 Port Ludlow 3,Governor,,L,Steve LePage,5,0,5
Jefferson,504 Paradise bay,Governor,,L,Steve LePage,5,2,3
Jefferson,505 South Point,Governor,,L,Steve LePage,9,4,5
Jefferson,600 Upper Hoh,Governor,,L,Steve LePage,2,2,
Jefferson,601 Hoh,Governor,,L,Steve LePage,1,1,
Jefferson,602 Kalaloch,Governor,,L,Steve LePage,0,0,
Jefferson,603 Queets,Governor,,L,Steve LePage,0,0,
Jefferson,604 Clearwater,Governor,,L,Steve LePage,2,2,
Jefferson,701 Port Townsend 1,Governor,,L,Steve LePage,14,9,5
Jefferson,702 Port Townsend 2,Governor,,L,Steve LePage,10,2,8
Jefferson,703 Port Townsend 3,Governor,,L,Steve LePage,8,4,4
